"Path","GET_Code","GET_ACOR","GET_Len","GET_Snip","POST_Code","POST_ACOR","POST_Len","POST_Snip"
"/api/billing/usage","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","400","System.String[]","25","{""error"":""missing_email""}"
"/billing/usage","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","400","System.String[]","25","{""error"":""missing_email""}"
"/api/usage","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","400","System.String[]","25","{""error"":""missing_email""}"
"/usage","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","400","System.String[]","25","{""error"":""missing_email""}"
"/api/v1/usage","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","400","System.String[]","25","{""error"":""missing_email""}"
"/api/credits","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","400","System.String[]","25","{""error"":""missing_email""}"
"/credits","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","400","System.String[]","25","{""error"":""missing_email""}"
"/api/v1/credits","ERR","","0","The cmdlet cannot run because the -ContentType parameter is not a valid Content-Type header. Specify a valid Content-Type for -ContentType, then retry. To suppress header validation, supply the -SkipH","404","System.String[]","46","{""error"":""not_found"",""path"":""/api/v1/credits""}"
